lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	variables	kind	WIGOS_best
		era5.conv._3:PDHZ	era5_2_mobile	196708	196710	3:PDHZ	nan	mobile	0-20999-0-3:PDHZ
