	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file
0	0-20000-0-62641	0	1	62641	3	PORT SUDAN			0	37.21666666666667	19.58333333333333		20060208	20060724	1	0	63	NMS	195	Sawakin									['126', '137', '106', '107', '117']							L.Haimberger	0	27.4		34.4	42.0	62641_amma.csv
1	0-20000-0-64450	0	2	64450	3	BRAZZAVILLE /MAYA-MAYA			0	15.25	-4.25		20060101	20061028	1	0	63	NMS	39	Brazzaville									['126', '137', '106', '107', '117']							L.Haimberger	0	0.0		4.0	316.0	64450_amma.csv
2	0-20000-0-67005	0	3	67005	3	PAMANDZI (MAYOTTE)			0	45.282777777777774	-12.805555555555555		20060206	20061107	1	0	63	NMS	244	Dzaoudzi									['126', '137', '106', '107', '117']							L.Haimberger	0	2.0		5.5	8.0	67005_amma.csv
3	0-20000-0-64400	0	4	64400	3	POINTE-NOIRE			0	11.881666666666668	-4.804444444444444		20060104	20061219	1	0	63	NMS	39	Loandjili									['126', '137', '106', '107', '117']							L.Haimberger	0	2.7		8.5	19.0	64400_amma.csv
4	0-20000-0-62721	0	5	62721	3	KHARTOUM			0	32.55	15.6		20060115	20061224	1	0	63	NMS	195	Khartoum									['126', '137', '106', '107', '117']							L.Haimberger	0	5.4		3.9	380.0	62721_amma.csv
5	0-20000-0-08594	0	6	8594	3	SAL			0	-22.948888888888888	16.741944444444446		20060504	20060929	1	0	63	NMS	51	Santa Maria									['126', '137', '106', '107', '117']							L.Haimberger	0	1.3		15.3	55.74	08594_amma.csv
6	0-20000-0-68032	0	7	68032	3	MAUN			0	23.416666666666668	-19.98333333333333		20060506	20060918	1	0	63	NMS	34	Maun									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		0.5	900.0	68032_amma.csv
7	0-20000-0-61415	0	8	61415	3	NOUADHIBOU			0	-17.03638888888889	20.92027777777778		20060315	20061028	1	0	63	NMS	150	Nouadhibou									['126', '137', '106', '107', '117']							L.Haimberger	0	1.3		5.1	5.0	61415_amma.csv
8	0-20000-0-61226	0	9	61226	3	GAO			0	-0.05	16.266666666666666		20060104	20060317	1	0	63	NMS	144	Gao									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		0.4	260.0	61226_amma.csv
9	0-20000-0-62730	0	10	62730	3	KASSALA			0	36.4	15.466666666666669		20060103	20060806	1	0	63	NMS	195	Kassala									['126', '137', '106', '107', '117']							L.Haimberger	0	26.9		25.9	500.0	62730_amma.csv
10	0-20000-0-62650	0	11	62650	3	DONGOLA			0	30.48333333333333	19.166666666666668		20060103	20061224	1	0	63	NMS	195	Marawi									['126', '137', '106', '107', '117']							L.Haimberger	0	0.8		159.6	226.0	62650_amma.csv
11	0-20000-0-62760	0	12	62760	3	EL FASHER			0	25.33333333333333	13.616666666666667		20060103	20061022	1	0	63	NMS	195	Umm Kaddadah									['126', '137', '106', '107', '117']							L.Haimberger	0	0.8		148.3	730.0	62760_amma.csv
12	0-20000-0-64458	0	13	64458	3	OUESSO			0	16.05	1.6166666666666667		20060101	20061228	1	0	63	NMS	39	Ouesso									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		0.7	350.0	64458_amma.csv
13	0-20000-0-62640	0	14	62640	3	ABU HAMED			0	33.31666666666667	19.53333333333333		20060103	20060905	1	0	63	NMS	195	Barbar									['126', '137', '106', '107', '117']							L.Haimberger	0	27.1		166.8	312.0	62640_amma.csv
14	0-20000-0-67781	0	15	67781	3	MUTOKO			0	32.21666666666667	-17.416666666666668		20060619	20061224	1	0	63	NMS	248	Mutoko									['126', '137', '106', '107', '117']							L.Haimberger	0	4.2		5.1	1244.0	67781_amma.csv
15	0-20000-0-67095	0	16	67095	3	TOAMASINA			0	49.4	-18.116666666666667		20060103	20061231	1	0	63	NMS	141	Toamasina									['126', '137', '106', '107', '117']							L.Haimberger	0	17.7		18.6	6.0	67095_amma.csv
16	0-20000-0-64500	0	17	64500	3	LIBREVILLE			0	9.416666666666666	0.45		20060101	20061231	1	0	63	NMS	75	Libreville									['126', '137', '106', '107', '117']							L.Haimberger	0	1.2		8.6	15.0	64500_amma.csv
17	0-20000-0-65046	0	18	65046	3	KANO			0	8.533333333333333	12.05		20060717	20061005	1	0	63	NMS	163	Kano									['126', '137', '106', '107', '117']							L.Haimberger	0	1.5		6.2	472.5	65046_amma.csv
18	0-20000-0-61902	0	19	61902	3	WIDE AWAKE FIELD (ASCENSION IS.)			0	-14.405555555555557	-7.97		20060503	20060929	1	0	63	NMS	198	None									['126', '137', '106', '107', '117']							L.Haimberger	0	0.6		None	79.0	61902_amma.csv
19	0-20000-0-67002	0	20	67002	3	HAHAYA INT. AIRPORT			0	43.266666666666666	-11.533333333333331		20060101	20061230	1	0	63	NMS	118	Moroni									['126', '137', '106', '107', '117']							L.Haimberger	0	5.2		23.5	29.0	67002_amma.csv
20	0-20000-0-67881	0	21	67881	3	RUSAPE			0	32.13333333333333	-18.53333333333333		20060630	20060804	1	0	63	NMS	248	Rusape									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		1.5	1430.0	67881_amma.csv
21	0-20300-0-62010	0	22	62010	3	TRIPOLI INTL ARPT			0	13.1667	32.6833		20060901	20060930	1	0	63	NMS	135	Tripoli									['126', '137', '106', '107', '117']							L.Haimberger	0	6.5		22.6	80.0	62010_amma.csv
22	0-20000-0-61090	0	23	61090	3	ZINDER			0	8.983333333333333	13.783333333333331		20061201	20061231	1	0	63	NMS	161	Zinder									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		2.2	453.0	61090_amma.csv
23	0-20000-0-61831	0	24	61831	3	CONAKRY			0	-13.616666666666667	9.566666666666666		20060827	20061106	1	0	63	NMS	85	Conakry									['126', '137', '106', '107', '117']							L.Haimberger	0	1.0		12.6	25.79	61831_amma.csv
24	0-20000-0-64750	0	25	64750	3	SARH			0	18.383333333333333	9.15		20060105	20061231	1	0	63	NMS	213	Sarh									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		0.4	365.0	64750_amma.csv
25	0-20000-0-60656	0	26	60656	3	TINDOUF			0	-8.169166666666666	27.704166666666666		20060501	20060930	1	0	63	NMS	61	Tiznit									['126', '137', '106', '107', '117']							L.Haimberger	0	4.9		270.0	449.0	60656_amma.csv
26	0-20000-0-63894	0	27	63894	3	DAR ES SALAAM INT			0	39.2075	-6.876111111111111		20060607	20060929	1	0	63	NMS	227	Magomeni									['126', '137', '106', '107', '117']							L.Haimberger	0	1.1		9.5	55.0	63894_amma.csv
27	0-20000-0-65510	0	28	65510	3	BOBO-DIOULASSO			0	-4.3	11.166666666666666		20060524	20061231	1	0	63	NMS	21	Bobo Dioulasso									['126', '137', '106', '107', '117']							L.Haimberger	0	2.2		4.0	432.0	65510_amma.csv
28	0-20000-0-65387	0	29	65387	3	LOME			0	1.25	6.166666666666667		20060521	20061028	1	0	63	NMS	215	Aflao									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		8.6	25.0	65387_amma.csv
29	0-20000-0-60760	0	30	60760	3	TOZEUR			0	8.166666666666666	33.916666666666664		20060501	20060930	1	0	63	NMS	221	Tawzar									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		3.4	86.0	60760_amma.csv
30	0-20000-0-60360	0	31	60360	3	ANNABA			0	7.816666666666666	36.833333333333336		20060101	20061231	1	0	63	NMS	61	Tabarqah									['126', '137', '106', '107', '117']							L.Haimberger	0	4.0		87.1	8.0	60360_amma.csv
31	0-20000-0-61901	0	32	61901	3	ST. HELENA IS.			0	-5.667222222222223	-15.941944444444443		20060501	20060929	1	0	63	NMS	198	None									['126', '137', '106', '107', '117']							L.Haimberger	0	1.4		None	436.0	61901_amma.csv
32	0-20000-0-60571	0	33	60571	3	BECHAR			0	-2.252222222222222	31.654166666666665		20060501	20060930	1	0	63	NMS	61	Mrirt									['126', '137', '106', '107', '117']							L.Haimberger	0	17.7		359.0	816.0	60571_amma.csv
33	0-20000-0-60630	0	34	60630	3	IN-SALAH			0	2.5116666666666667	27.253611111111116		20060501	20060930	1	0	63	NMS	61	Adrar									['126', '137', '106', '107', '117']							L.Haimberger	0	7.2		282.8	269.0	60630_amma.csv
34	0-20000-0-65202	0	35	65202	3	LAGOS/OSHODI			0	3.3833333333333333	6.5		20060104	20061219	1	0	63	NMS	163	Lagos									['126', '137', '106', '107', '117']							L.Haimberger	0	14.4		19.4	39.3	65202_amma.csv
35	0-20000-0-62423	0	36	62423	3	FARAFRA			0	27.989166666666662	27.058333333333334		20060501	20060930	1	0	63	NMS	64	Matay									['126', '137', '106', '107', '117']							L.Haimberger	0	1.3		313.1	92.1	62423_amma.csv
36	0-20000-0-62403	0	37	62403	3	SOUTH OF VALLEY UNIVERSITY			0	32.74666666666667	26.200277777777774		20060501	20060930	1	0	63	NMS	64	Qena									['126', '137', '106', '107', '117']							L.Haimberger	0	0.3		4.0	77.3	62403_amma.csv
37	0-20000-0-60155	0	38	60155	3	CASABLANCA			0	-7.666666666666667	33.56666666666667		20060502	20060930	1	0	63	NMS	136	Casablanca									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		5.4	57.0	60155_amma.csv
38	0-20000-0-62306	0	39	62306	3	MERSA MATRUH			0	27.221666666666664	31.325277777777774		20060501	20060930	1	0	63	NMS	64	Marsa Matruh									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		2.6	30.0	62306_amma.csv
39	0-20000-0-67083	0	40	67083	3	ANTANANARIVO/IVATO			0	47.48333333333333	-18.8		20060502	20060930	1	0	63	NMS	141	Antananarivo									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		13.5	1276.0	67083_amma.csv
40	0-20000-0-62414	0	41	62414	3	ASSWAN			0	32.82	23.96444444444444		20060501	20060930	1	0	63	NMS	64	Aswan									['126', '137', '106', '107', '117']							L.Haimberger	0	4.1		17.8	194.0	62414_amma.csv
41	0-20000-0-63450	0	42	63450	3	ADDIS ABABA-BOLE			0	38.75	9.033333333333331		20060106	20061228	1	0	63	NMS	68	Addis Abeba									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		0.6	2354.0	63450_amma.csv
42	0-20000-0-65503	0	43	65503	3	OUAGADOUGOU			0	-1.5166666666666666	12.35		20060507	20061231	1	0	63	NMS	21	Ouagadougou									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		2.3	306.0	65503_amma.csv
43	0-20000-0-62337	0	44	62337	3	EL ARISH			0	33.83583333333333	31.07333333333333		20060503	20060930	1	0	63	NMS	64	Ofaqim									['126', '137', '106', '107', '117']							L.Haimberger	0	0.9		79.7	31.8	62337_amma.csv
44	0-20000-0-62378	0	45	62378	3	HELWAN			0	31.349166666666665	29.86277777777778		20060501	20060930	1	0	63	NMS	64	Gizeh									['126', '137', '106', '107', '117']							L.Haimberger	0	2.0		19.1	140.7	62378_amma.csv
45	0-20000-0-08589	0	46	8589	3	PRAIA			0	-23.484722222222224	14.94111111111111		20060818	20060914	1	0	63	NMS	51	Praia									['126', '137', '106', '107', '117']							L.Haimberger	0	1.4		3.2	95.1	08589_amma.csv
46	0-20000-0-61223	0	47	61223	3	TOMBOUCTOU			0	-3.0	16.716666666666665		20060101	20061231	1	0	63	NMS	144	Tombouctou									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		5.5	264.0	61223_amma.csv
47	0-20000-0-60018	0	48	60018	3	TENERIFE-GUIMAR			0	-16.38222222222222	28.31833333333333		20060501	20060930	1	0	63	NMS	67	Guimar									['126', '137', '106', '107', '117']							L.Haimberger	0	2.0		3.3	2368.0	60018_amma.csv
48	0-20000-0-63741	0	49	63741	3	DAGORETTI CORNER			0	36.75972222222222	-1.301388888888889		20060501	20060930	1	0	63	NMS	114	Nairobi									['126', '137', '106', '107', '117']							L.Haimberger	0	4.9		4.5	1639.26	63741_amma.csv
49	0-20000-0-64700	0	50	64700	3	NDJAMENA			0	15.033333333333331	12.133333333333333		20060101	20061217	1	0	63	NMS	213	Kousseri									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		5.7	295.0	64700_amma.csv
50	0-20000-0-60390	0	51	60390	3	DAR-EL-BEIDA			0	3.216666666666667	36.69		20060101	20061231	1	0	63	NMS	61	Algiers									['126', '137', '106', '107', '117']							L.Haimberger	0	4.5		18.4	29.0	60390_amma.csv
51	0-20000-0-60680	0	52	60680	3	TAMANRASSET			0	5.452500000000001	22.825277777777774		20060501	20060930	1	0	63	NMS	61	Arlit									['126', '137', '106', '107', '117']							L.Haimberger	0	3.6		493.5	1377.0	60680_amma.csv
52	0-20000-0-64650	0	53	64650	3	BANGUI			0	18.516666666666666	4.4		20060427	20061214	1	0	63	NMS	40	Bangui									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		7.9	366.0	64650_amma.csv
53	0-20000-0-61687	0	54	61687	3	TAMBACOUNDA			0	-13.67972222222222	13.769722222222224		20060322	20061230	1	0	63	NMS	204	Tambacounda									['126', '137', '106', '107', '117']							L.Haimberger	0	0.0		2.1	48.68	61687_amma.csv
54	0-20000-0-64870	0	55	64870	3	NGAOUNDERE			0	13.566666666666666	7.35		20060501	20060930	1	0	63	NMS	46	Ngaoundere									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		4.0	1104.0	64870_amma.csv
55	0-20000-0-65578	0	56	65578	3	ABIDJAN			0	-3.9333333333333336	5.25		20060718	20061107	1	0	63	NMS	43	Abidjan									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		11.3	8.0	65578_amma.csv
56	0-20000-0-60715	0	57	60715	3	TUNIS-CARTHAGE			0	10.233333333333333	36.833333333333336		20060501	20060930	1	0	63	NMS	221	Aryanah									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		4.7	4.0	60715_amma.csv
57	0-20000-0-61291	0	58	61291	3	BAMAKO/SENOU			0	-7.95	12.533333333333331		20060101	20061231	1	0	63	NMS	144	Bamako									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		14.3	381.0	61291_amma.csv
58	0-20000-0-65125	0	59	65125	3	ABUJA			0	7.0	9.25		20060608	20061226	1	0	63	NMS	163	Abuja									['126', '137', '106', '107', '117']							L.Haimberger	0	0.0		21.2	343.1	65125_amma.csv
59	0-20000-0-61442	0	60	61442	3	NOUAKCHOTT / Oumtounsy			0	-15.975555555555555	18.30027777777778		20060105	20061231	1	0	63	NMS	150	Nouakchott									['126', '137', '106', '107', '117']							L.Haimberger	0	22.3		3.1	7.86	61442_amma.csv
60	0-20001-0-64910	0	61	64910	3	DOUALA R.S.			0	9.7	4.016666666666667		20060209	20061220	1	0	63	NMS	46	Douala									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		3.3	9.0	64910_amma.csv
61	0-20000-0-65330	0	62	65330	3	PARAKOU			0	2.6166666666666667	9.35		20060101	20061231	1	0	63	NMS	25	Parakou									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		0.4	393.0	65330_amma.csv
62	0-20000-0-61024	0	63	61024	3	AGADEZ			0	7.983333333333333	16.966666666666665		20060120	20061010	1	0	63	NMS	161	Agadez									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		1.2	502.0	61024_amma.csv
63	0-20000-0-65418	0	64	65418	3	TAMALE			0	-0.85	9.55		20060508	20061227	1	0	63	NMS	81	Tamale									['126', '137', '106', '107', '117']							L.Haimberger	0	5.5		11.2	168.8	65418_amma.csv
64	0-20000-0-61641	0	65	61641	3	DAKAR/YOFF			0	-17.5	14.73		20060101	20061231	1	0	63	NMS	204	Dakar									['126', '137', '106', '107', '117']							L.Haimberger	0	0.0		9.3	24.49	61641_amma.csv
65	0-20000-0-61052	0	66	61052	3	NIAMEY-AERO			0	2.1666666666666665	13.483333333333333		20060118	20061231	1	0	63	NMS	161	Niamey									['126', '137', '106', '107', '117']							L.Haimberger	0	0.5		7.1	227.0	61052_amma.csv
66	0-20000-0-65344	0	67	65344	3	COTONOU			0	2.3833333333333333	6.35		20060101	20061213	1	0	63	NMS	25	Cotonou									['126', '137', '106', '107', '117']							L.Haimberger	0	0.4		5.9	9.0	65344_amma.csv
